"";"name";"brewery";"beer_link";"alc";"exctract";"type";"desc";"price"
"263";"Funky Fluid Damn Good Coffee 0,5l puszka";"Funky Fluid";"https://ipiwo.pl/produkt/funky-fluid-damn-good-coffee-05l-puszka-2/";"8.0";"19";"NEIPA";"Wracamy z piwem, które wywo³a³o jakiœ czas temu nieco kontrowersji. Mocno chmielone, aromatyczne Double New England IPA. Infuzowane du¿ymi iloœciami kawy speciality od zaprzyjaŸnionej ekipy HAYB Speciality Coffee – Colombia El Obraje. Soczysta, tropikalna NEIPA + piêknie zbalansowana kawa o aromacie deserowej czekolady, jab³ek, a tak¿e winogron. Z ³adnym balansem miêdzy s³odycz¹, ale i kwasowoœci¹? Proszê bardzo.";15,99
"264";"Funky Fluid DDH Hoppy Grodziskie 0,5l puszka";"Funky Fluid";"https://ipiwo.pl/produkt/funky-fluid-ddh-hoppy-grodziskie-05l-puszka/";"2.7";"7.7";"DDH";"Grodziskie podwójnie chmielone na zimno odmianami Azacca, Centennial, Falconer’s Flight, a tak¿e Marynka.";11,49
"265";"Funky Fluid DDH Uncle from Warsaw 0,5l puszka";"Funky Fluid";"https://ipiwo.pl/produkt/funky-fluid-ddh-uncle-from-warsaw-05l-puszka/";"6.6";"16";"DDH, NEIPA";"Urodzinowa kooperacja z browarem Zak³adowym. New England IPA obficie chmielona odmianami: Strata, Idaho 7, Talus i Belma. Zapewni³y wyj¹tkowo intensywny miks aromatów owoców cytrusowych, a tak¿e tropikalnych. Chmielowa pocztówka z Warszawy.";14,49
"266";"Funky Fluid Double Gelato Mango Lassi 0,5l";"Funky Fluid";"https://ipiwo.pl/produkt/funky-fluid-double-gelato-mango-lassi-05l/";"8.0";"21";"Owocowe, Sour";"W tym inspirowanym napojem na bazie jogurtu i mango kwaœnym piwie u¿yliœmy du¿e iloœci mango. Dodatkowo uzupe³niliœmy kardamonem, sol¹ i limonk¹.";14,99
"267";"Funky Fluid Fruitzilla 0,5l puszka";"Funky Fluid";"https://ipiwo.pl/produkt/funky-fluid-fruitzilla-05l-puszka/";"3.6";"11";"Owocowe, Gose";"Urodzinowa kooperacja z browarem Monsters. Soczyste gose, które dodatkowo do³adowaliœmy jagod¹ kamczack¹, wiœni¹, czerwon¹ porzeczk¹ oraz sol¹ himalajsk¹. Potwornie orzeŸwiaj¹ce!";12,48
"268";"Funky Fluid Funky Garden vol. 10 Kellerbier 0,5l";"Funky Fluid";"https://ipiwo.pl/produkt/funky-fluid-funky-garden-vol-10-kellerbier-05l/";"5.0";NA;"inne";"Bawarski styl dolnej fermentacji. Piwo niefiltrowane, mêtne, z zaznaczonym aromatem s³odowym, a tak¿e chmielowym. Uwarzone z okazji 3 browaru Funky Fluid";9,29
"269";"Funky Fluid Gelato Double Cheesecake 0,33l";"Funky Fluid";"https://ipiwo.pl/produkt/funky-fluid-gelato-double-cheesecake-033l-puszka/";"7.5";"21";"Pastry Sour";"S³odko-kwaœne piwo inspirowane szwedzkimi przysmakami. Do³adowane po sufit bananami, jagodami, mas³em orzechowym, ale i… sernikiem. Uwarzone w kooperacji ze szwedzkim browarem Omnipollo.";14,49
"270";"Funky Fluid Gelato Double Frugtsalad 0,33l";"Funky Fluid";"https://ipiwo.pl/produkt/funky-fluid-gelato-double-frugtsalad-033l-puszka/";"7.8";"21";"Owocowe, Pastry Sour";"S³odko-kwaœne piwo inspirowane intensywnymi, w³oskimi lodami. Dodatkowo do³adowane po sufit jagodami, bananami, kiwi, ziarnami kakaowca, migda³ami oraz wanili¹ i uwarzone z legend¹ piwowarstwa – duñskim browarem Mikkeller.";13,99
"271";"Funky Fluid Gelato Free Coffee Passion Fruit";"Funky Fluid";"https://ipiwo.pl/produkt/funky-fluid-gelato-free-coffee-passion-fruit-kopia/";"0.5";"7.8";"Pastry Sour";"S³odko-kwaœne piwo inspirowane intensywnymi w³oskimi lodami. Do³adowane po sufit marakuj¹, mango, a tak¿e kolumbijsk¹ kaw¹ Los Hermanos Caturra Natural dostarczon¹ przez warszawsk¹ palarniê HAYB.";8,49
"272";"Funky Fluid German Pils – But. 0,5l";"Funky Fluid";"https://ipiwo.pl/produkt/funky-fluid-german-pils-but-05l/";"5.0";"12";"Pils";"Klasyczny pils w stylu niemieckim o subtelnym kwiatowo-zio³owym aromacie, a tak¿e wyraŸnie goryczkowym, wytrawnym finiszu.";7,98
"273";"Funky Fluid Goofy DDH 0,5l puszka";"Funky Fluid";"https://ipiwo.pl/produkt/funky-fluid-goofy-ddh-05l-puszka/";"7.5";"18";"DDH, NEIPA";"Podwójnie chmielona na zimno wersja naszego Goofy Double NEIPA, z du¿ymi iloœciami odmian Citra, Mosaic, a tak¿e Talus. Tropikalna bomba, co tu du¿o mówiæ.";11,99
"274";"Funky Fluid Holiday 0,5l puszka";"Funky Fluid";"https://ipiwo.pl/produkt/funky-fluid-holiday-05l-puszka/";"5.4";NA;"NEIPA";"Soczysta NEIPA, w której za aromat odpowiadaj¹ odmiany Citra, Mosaic, a tak¿e  Azacca o intensywnych tropikalno-cytrusowych nutach.";10,49
"275";"Funky Fluid It Was a Good Day 0,5l";"Funky Fluid";"https://ipiwo.pl/produkt/funky-fluid-it-was-a-good-day-05l/";"5.5";"14";"West Coast IPA";"Kolejna West Coast IPA w naszym wydaniu to niezmiennie bezkompromisowa goryczka, ale i wytrawny finisz. Tym razem za intensywny cytrusowy aromat odpowiadaj¹ chmiele Belma, El Dorado, Citra.";11,99
"276";"Funky Fluid Loud Tempest 0,5l puszka";"Funky Fluid";"https://ipiwo.pl/produkt/funky-fluid-loud-tempest-05l-puszka/";"8.0";"21";"Owocowe, Gose";"Urodzinowa kooperacja z browarem Nepomucen. Potrójne imperialne gose, w którym za soczyst¹ g³êbiê odpowiada dodatek malin, ró¿owej guawy, a tak¿e kaktusa. Owocowa burza w szklance.";13,99
"277";"Funky Fluid Passion Sour 0,5l puszka";"Funky Fluid";"https://ipiwo.pl/produkt/funky-fluid-passion-sour-05l-puszka/";"3.8";NA;"Owocowe, Sour";"Lekkie, kwaœne, ale i owocowe piwo z dodatkiem marakui i brzoskwiñ. Wysoka pijalnoœæ sprawia, ¿e z przyjemnoœci¹ siêgniesz po nastêpny ³yk.";9,99
"278";"Funky Fluid Pumpkin Ale with Maple Syrup";"Funky Fluid";"https://ipiwo.pl/produkt/funky-fluid-pumpkin-ale-with-maple-syrup-vanilla-salted-caramel-05l-puszka/";"9.0";"21";"Ale";"Pumpkin Ale z dodatkiem puree z dyni, cynamonu, ga³ki muszkato³owej, goŸdzików i kardamonu – dodaliœmy syrop klonowy, waniliê i solony karmel. Pastry Pumpkin Ale? Proszê bardzo!";13,49
"279";"Funky Fluid Quiet Storm 0,5l puszka";"Funky Fluid";"https://ipiwo.pl/produkt/funky-fluid-quiet-storm-05l-puszka/";"6.5";"18";"Gose";"Naelektryzowane powietrze, cisza i spokój? Tak, nadci¹ga burza – ulewa soczystych owoców marakui, mango, a tak¿e gujawy! Uwolnij burzê! Efekt fluidów powsta³ych przy wspó³pracy Browaru Nepomucen i Funky Fluid… Pssst, nadchodzi orzeŸwienie!";11,49
"280";"Funky Fluid Rauchmarzen 0,5l puszka";"Funky Fluid";"https://ipiwo.pl/produkt/funky-fluid-rauchmarzen-05l-puszka/";"5.5";"14";"inne";"Klasyk inspirowany legendarnymi piwami z Bambergu, ze znan¹ i lubian¹ Schlenkerl¹ na czele. Mocno s³odowy charakter, z intensywnymi nutami wêdzenia, ciemnego pieczywa, a tak¿e zbo¿a.";19,99
"281";"Funky Fluid Rauchmarzen with Smoked Bacon";"Funky Fluid";"https://ipiwo.pl/produkt/funky-fluid-rauchmarzen-with-smoked-bacon-maple-syrup-05l-puszka/";"5.5";"14";"inne";"Czas na nowe piwo z serii Classic with a Twist. Tym razem siêgnêliœmy po styl Rauchmarzen. Ale w wersji z twistem znów ponios³a nas wyobraŸnia. I oto jest RAUCHARZEN with Smoked Bacon & Maple Syrup.";19,99
"282";"Funky Fluid Respect Your Elders 0,5l puszka";"Funky Fluid";"https://ipiwo.pl/produkt/funky-fluid-respect-your-elders-05l-puszka/";"10.0";"20";"West Coast IPA";"Urodzinowa kooperacja z browarem PINTA. Bezkompromisowy, podwójny West Coast o mocnej, ale przyjemnej i krótkiej goryczce. Chmielone klasycznym zestawem Simcoe, Citra, Amarillo, Chinook & Columbus.";15,99
"283";"Funky Fluid Sandy- But. 0,5l";"Funky Fluid";"https://ipiwo.pl/produkt/funky-fluid-sandy-but-05l/";"4.8";"12";"Pszeniczne";"Klasyczne piwo pszeniczne w niemieckim stylu, pe³ne nut goŸdzików, a tak¿e dojrza³ych bananów.";7,79
"284";"Funky Fluid Splash Passionfruit 0,5l puszka";"Funky Fluid";"https://ipiwo.pl/produkt/funky-fluid-splash-passionfruit-05l-puszka/";"3.6";"11";"Owocowe, Gose";"Funky Fluid zaprasza na najbardziej soczyst¹, a tak¿e owocow¹ przygodê jak¹ mo¿esz sobie wyobraziæ. Zupe³nie szalony duet marakui i porzeczki zakrêci Twoimi zmys³ami i wprowadzi w stan fluidowego szaleñstwa.";11,49
"285";"Funky Fluid Splash: Lemon & Red Grapefruit 0,5l";"Funky Fluid";"https://ipiwo.pl/produkt/funky-fluid-splash-lemon-red-grapefruit-05l-puszka/";"3.6";"11";"Owocowe, Gose";"Lekkie (3,6% alkoholu), wytrawne, a tak¿e mocno kwaœne Double Fruited Gose. Z du¿¹ iloœci¹ soków z cytryny i czerwonego grejpfruta, które œci¹gnêliœmy do tego piwa z Portugalii. Splash w zamyœle ma byæ uzupe³nieniem naszej oferty owocowych kwasów, jako alternatywa dla Gelato – l¿ejsze, bardziej wytrawne/kwaœne, bez laktozy/cukierniczych dodatków.";11,49
"286";"Funky Fluid Sweet Scream 0,5l puszka";"Funky Fluid";"https://ipiwo.pl/produkt/funky-fluid-sweet-scream-05l-puszka/";"8.9";"21";"IPA";"Double Milkshake IPA do którego dodaliœmy du¿e iloœci mango, bananów, kokosa, pra¿onych pistacji, sezamu, skórek pomarañczy. Ca³oœæ dodatkowo doprawiliœmy sokiem z cytryn i laktoz¹.";15,99
"287";"Funky Fluid Winter Cake 0,5l";"Funky Fluid";"https://ipiwo.pl/produkt/funky-fluid-winter-cake-05l/";"7.4";"18";"Stout";"Przyprawowy, rozgrzewaj¹cy stout. Czekoladowe, kawowe i palone nuty wzbogaciliœmy dodatkiem zestu z pomarañczy, ziaren kakaowca, cynamonu, kardamonu, ga³ki muszkato³owej, a tak¿e goŸdzików";11,49
"288";"Geeky Freaky First Contact – But. 0,5l";"Geeky Freaky";"https://ipiwo.pl/produkt/geeky-freaky-first-contact-but-05l/";"4.8";"12";"APA";"Hazy APA- Jasne piwo z dodatkiem owsa chmielone na zimno amerykañskimi odmianami chmielu. Cytrusowe, sesyjne, g³adkie na podniebieniu, delikatne, ale i orzeŸwiaj¹ce. Umiarkowana goryczka.";9,99
"289";"Golem Bina – 500ml puszka";"Golem";"https://ipiwo.pl/produkt/golem-bina-05l-puszka/";"9.0";"24";"Stout";"RIS pachn¹cy tytoniem, suszon¹ œliwk¹, z domieszk¹ nuty czekolady i kawy – palony, choæ z twistem.";18,99
"290";"Golem Last Caress 0,5l puszka";"Golem";"https://ipiwo.pl/produkt/golem-last-caress-05l-puszka/";"5.6";"15";"NEIPA";"LAST CARESS – nasze najnowsze IPA chmielone tercetem egzotycznym, a w³aœciwie cytrusowo-tropikalnym. Barwy US of A reprezentuje duet Cashmere i Sultana, a harmonijnie wspó³gra z nimi teutoñski nowofalowiec Hüll Melon. Cytrynka z kantalup¹. Do tego sporo grejpfruta i innych smaczków, które lubimy. Goryczka raczej niska. Jak na nas, to nawet bardzo.";14,19
"291";"Golem Lock Up the Wolves 0,5l puszka";"Golem";"https://ipiwo.pl/produkt/golem-lock-up-the-wolves-05l-puszka/";"5.5";"16";"NEIPA";"New England IPA – 16 Plato 5,5%. Mackinac / Michigan Copper / El Dorado / Iunga – dwa nowiutkie chmiele z krainy Wielkich Jezior. A dodatkowo amerykañski i polski klasyk";14,49
"292";"Golem Love in a Cold World 0,5l puszka";"Golem";"https://ipiwo.pl/produkt/golem-love-in-a-cold-world-05l-puszka/";"6.0";"15";"IPA";"Oto LOVE IN A COLD WORLD, czyli jedno z naszych dwóch piw w stylu Polish IPA na chmielach od PolishHops! W tej ods³onie Iundze towarzyszy Ksi¹¿êcy, a ca³oœæ wysz³a mocno melonowa, w miarê wytrawna oraz doœæ wyraŸnie goryczkowa.";14,19
"293";"Golem Still of the Night 0,5l puszka";"Golem";"https://ipiwo.pl/produkt/golem-still-of-the-night-05l-puszka/";"5.5";"16";"NEIPA";"Wprost ze Zwolenia wychodzi dla Was soczyste New England IPA. Z umiarkowan¹ goryczkow¹ kontr¹, w której bazê chmielow¹ stanowi po³¹czenie polskiej Iungi oraz amerykañskiego El Dorado. Na pierwszym planie graj¹ Triumph i Lotus. To kolejne chmielowe eksperymenty z naszej stajni. TRIUMPH okreœlany mianem chmielu szlachetnego na sterydach, gdzie typowe europejskie nuty mieszaj¹ siê z owocami w rodzaju pomarañczy, limonki, ale i brzoskwini. LOTUS z kolei tak¿e jest mocno pomarañczowy, ale dodatkowo wzbogaca piwo o aromaty jagód, owoców tropikalnych, a tak¿e… wanilii! Ciekawi jesteœmy czy tê waniliê poczujecie w naszym nowym dziecku.";14,49
"294";"Golem Synthetic Love 0,5l puszka";"Golem";"https://ipiwo.pl/produkt/golem-synthetic-love-05l-puszka/";"6.0";"15";"IPA";"Tu z kolei dosz³o do wspó³pracy na linii rodzeñstwa. Mniej znan¹, acz równie wartoœciow¹ i piêknie pachn¹c¹ owocami tropikalnymi siostr¹ Iungi jest Zula. To w³aœnie te dwie odmiany, wyhodowane niegdyœ w jednym czasie, stanowi¹ o sile naszej drugiej PIP-y.";14,19
"295";"Golem Turbo Lover 0,5l puszka";"Golem";"https://ipiwo.pl/produkt/golem-turbo-lover-05l-puszka/";"5.6";"15";"NEIPA";"Do nachmielenia Turbo Lover u¿yliœmy dwóch eksperymentalnych odmian, którymi nas uraczy³ HOPSTEINER. Po³¹czenie nieco jagodowo-truskawkowe, ale te¿ mocno id¹ce w ¿ó³te i zielone owoce. Bardzo ciekawe i intensywne.";14,19
"296";"Grodziskie 0,5l butelka/zwr";"Grodziskie";"https://ipiwo.pl/produkt/grodziskie-05l-butelka-zwr/";"3.1";"7.7";"inne";"Oryginalne piwo grodziskie, zwane „szampanem wœród piw”, ze wzglêdu na wyj¹tkowy smak i wysok¹ jakoœæ. Warzone wed³ug tradycyjnej grodziskiej receptury. Na wodzie grodziskiej, grodziskich dro¿d¿ach i w 100% ze s³odu pszenicznego suszonego dymem z drewna dêbowego. Oraz z odrodzonym po latach chmielu Tomyskim.";6,19
"297";"Grodziskie APA- But. 0,5l b/zwr";"Grodziskie";"https://ipiwo.pl/produkt/grodziskie-apa-05l-b-zwr/";"5.2";"12.5";"APA";"Grodziska APA to nasza wizja American Pale Ale. Piwo warzymy na oryginalnych dro¿d¿ach grodziskich z autorsk¹ kompozycj¹ polskich odmian chmielu. Odkryjesz w nim aromaty zio³owe, cytrusowe i owocowe oraz dobrze zbalansowan¹ goryczkê. W smaku chmielowo-s³odowe z delikatnym akcentem karmelowym, pijalne i bardzo orzeŸwiaj¹ce.";6,19
"298";"Grodziskie Hoppy 0,5l b/zwr";"Grodziskie";"https://ipiwo.pl/produkt/grodziskie-hoppy-05l-b-zwr/";"3.1";"7.7";"inne";"Za ka¿dym naszym piwem stoi 700 lat tradycji grodziskiego piwowarstwa. Ci¹gle szukamy jednak piwnych wyzwañ tworz¹c nowe receptury i siêgaj¹c po oryginalne dodatki. Niebanalnoœæ to nasza tradycja. Hoppy Grodzisk to piwo uwarzone wg receptury zwyciêzcy Grodziskiego Konkursu Piw Domowych 2019 w kategorii “Wariacja na temat Grodzisza”. Powsta³o w 100% ze s³odu pszenicznego suszonego dymem z drewna dêbowego. £¹czy najlepsze cechy jedynego polskiego stylu piwa z bogactwem cytrusowych aromatów, a tak¿e smaków, które wnosz¹ amerykañskie chmiele.";5,49
"299";"Grodziskie Session Ale 0,5l b/zwr";"Grodziskie";"https://ipiwo.pl/produkt/grodziskie-session-ale-05l-b-zwr/";"4.5";"9.7";"Ale";"Grodziskie Session Ale to lekkie i z³o¿one w smaku piwo o wyczuwalnej, owocowo-kwiatowej nucie. £¹czy cechy klasycznego piwa typu Ale z pijalnoœci¹ lekkiego pilsa. Chmielone na zimno polskim chmielem Sybilla, który zbudowa³ aromat i delikatnie wzmocni³ goryczkê. Wysoko wysycone i pe³ne w smaku dziêki powtórnej fermentacji w butelce.";6,19
"300";"Grodziskie White IPA 0,5l b/zwr";"Grodziskie";"https://ipiwo.pl/produkt/grodziskie-white-ipa-05l-b-zwr-2/";"6.0";"14";"IPA";"Grodzisk¹ White IPA chmieliliœmy na zimno, siêgaj¹c po niemiecki Hallertau Blanc, amerykañski Equinox i japoñski Sorachi Ace. Ta kosmopolityczna kompozycja chmielu buduje cytrusowo-tropikalny profil piwa i wnosi owocowo-kwiatowe w¹tki. Liœcie herbaty Sencha Earl Grey dodaliœmy na koniec fermentacji, wzbogacaj¹c nasz¹ White IPA o nutê herbacian¹ z akcentem bergamotki.";6,19
"301";"Gwarek Bihop Plazma #1 0,5l puszka";"Gwarek";"https://ipiwo.pl/produkt/gwarek-bihop-plazma-1-05l-puszka/";"7.8";"18";"IPA";"Pierwsze piwo z serii BIHOP – PLAZMA w której przedstawiamy ró¿ne ods³ony stylu IPA. U¿ywamy przy tym dwóch odmian chmielu, które w duecie graj¹ lepiej ni¿ w jakiejkolwiek innej obsadzie. Nasze IPA w tej serii bêd¹ fermentowane ciekawymi i nieoczywistymi – jak na ten styl – dro¿d¿ami. PLAZMA #1 to Hazy DIPA podwójnie chmielone na zimno przy u¿yciu chmieli Galaxy i Sabro. Ten pierwszy odpowiedzialny jest za mocny owocowo-tropikalny akcent. Cytrusy, bia³e owoce, ananas, a tak¿e marakuja to to czego oczekujemy od Galaxy. Sabro to uderzenie kokosa, mandarynki i s³odkich tropików. Do fermentacji u¿yliœmy uznawane ju¿ za legendarne dro¿d¿e Vermont Ale „Conan”, które znakomicie wzbogacaj¹ bukiet pochodz¹cy od chmieli, zachowuj¹c przy tym wyraŸn¹ s³odowoœæ.";13,49
"302";"Gwarek Bihop Plazma #2 0,5l puszka";"Gwarek";"https://ipiwo.pl/produkt/gwarek-bihop-plazma-2-05l-puszka/";"6.5";"14";"IPA";"Seria BIHOP – PLAZMA to piwa, w których u¿ywamy dwóch odmian chmielu oraz ciekawych szczepów dro¿d¿y. Tym razem chmielowy duet to EKUANOT i SIMCOE. Para, która wnosi nuty melona, jagód, cytryny, ¿ywicy, marakui, a tak¿e zielonego pieprzu czy papryki. Idealne do Farmhouse’a nieprawda¿? UWAGA! Hoprate na poziomie 25 g/l. Dro¿d¿e to bardzo ciekawy szczep z laboratorium Omega Yeast, czyli Gulo Ale – hybryda dwóch szczepów dro¿d¿y, która poch³ania cukry daj¹c bardzo wytrawny profil piwa, przy tym nie uwydatniaj¹c aromatów fenolowych. Gwarantuje przyjemny aromat cytrusów, brzoskwiñ z cierpkim finiszem.";12,69
"303";"Gwarek Bihop Plazma #3 0,5l puszka";"Gwarek";"https://ipiwo.pl/produkt/gwarek-bihop-plazma-3-05l-puszka/";"7.0";"16";"West Coast IPA";"Trzecia ods³ona serii BiHop Plazma. Hazy West Coast IPA – Mosaic x Nelson Sauvin. Ponownie u¿yliœmy dro¿d¿y z laboratorium Omega Yeast. Wybór pad³ na szczep Tropical IPA, gwarantuj¹cy delikatne, cierpkie, tropikalne owoce mango, a tak¿e ananasa z czystym finiszem. Fermentacja w wy¿szych temperaturach robi robotê. Nachmielone na poziomie 20 g/l jednym z najlepszych duetów: Mosaic i Nelson Sauvin. Bia³e owoce, nafta, nuty winne, ale i cytrusowe to efekt “pracy” tych chmieli.";12,99
"304";"Gwarek Bihop Plazma #4 0,5l puszka";"Gwarek";"https://ipiwo.pl/produkt/gwarek-bihop-plazma-4-05l-puszka/";"6.5";"16";"NEIPA";"Tym razem u¿yliœmy naszych ulubionych “new englandowych” dro¿d¿y, czyli London Ale III z Wyeast Laboratories, Inc. I oczywiœcie duetu chmieli – Strata i Belma. Czy uda³o siê uzyskaæ efekt truskawkowo-tropikalnego szejka bez u¿ycia owoców i laktozy?";12,99
"305";"Gwarek Ciemna materia 0,5l puszka";"Gwarek";"https://ipiwo.pl/produkt/gwarek-ciemna-materia-05l-puszka/";"6.5";"16";"Black IPA, DDH";"Piwo, w którym spod delikatnie palonego t³a chcieliœmy uwydatniæ trio chmieli. Sabro, czyli dawka kokosa z delikatn¹ nut¹ mandarynki. Sorachi Ace, czyli cytryna, koperek i podbicie kokosa. Simcoe, czyli ulubieniec tego stylu, który odpowiada za ¿ywicznoœæ aromatu. Hoprate 19 g/l.";12,99
"306";"Gwarek Cyklotem – But. 0,5l";"Gwarek";"https://ipiwo.pl/produkt/gwarek-cyklotem-but-05l/";"8.5";"24";"Stout";"CYKLOTEM – IMPERIALNY STOUT z dodatkiem soli cechsztyñskiej, wanilii, kakowca i laktozy. Sól zainspirowa³a nas do powstania tego piwa. O samej soli ju¿ Wam wspominaliœmy – powsta³a ok. 250 mln lat temu, kiedy to obszar Polski pozostawa³ zalany przez Morze Cechsztyñskie. Jest najczystszym rodzajem soli. Nie gra pierwszych skrzypiec, ale jest dodatkiem, który dope³nia ca³oœæ odbioru – smaku i tekstury. Le¿akowane kilka tygodni z ziarnem i ³usk¹ kakaowca Kolumbia Tumaco oraz wanili¹ Madagaskar Bourbon";15,99
"307";"Gwarek Fruktuacja – 0,5l puszka";"Gwarek";"https://ipiwo.pl/produkt/gwarek-fruktuacja-05l-puszka/";"6.8";"18";"IPA";"Podwójne IPA do którego dodaliœmy spore iloœci puree z ananasa, a tak¿e mango Alphonso. Owocowoœæ podbita chmielem Sultana w formie granulatu oraz Lupulin Pellets, znanego z aromatu owoców tropikalnych i pestkowych. Odczucie kremowoœci zapewniaj¹ du¿e iloœci s³odu i p³atków owsianych oraz niewielki dodatek laktozy. S³odko, chmielowo, ale z goryczk¹ i lekkim odczuciem owocowej kwaœnoœci.";13,49
"308";"Gwarek Gêsta materia 0,5l puszka";"Gwarek";"https://ipiwo.pl/produkt/gesta-materia/";"7.5";NA;"DDH, IPA";"Czy jest to maksymalny poziom zagêszczenia materii w materii? Zapewne nie, ale wg nas du¿o nie brakuje. Pamiêtacie goœcia od fizy? Nie przychodz¹ Wam mi³e wspomnienia? Hadronowa pizza przychodzi z odsiecz¹. Doœæ nietypowa, bo pachnie ananasem, mango, marakuj¹. Pe³ne, soczyste i gêste.";12,69
"309";"Gwarek Hella 0,5l – puszka";"Gwarek";"https://ipiwo.pl/produkt/gwarek-hella-05l-puszka/";"8.3";"18";"West Coast IPA";"Amerykanie z zachodniego wybrze¿a powiedzieliby “Hella good West Coast IPA”. Chmielone zestawem Columbus, Talus, a tak¿e Idaho7. Spodziewajcie siê wysokiej goryczki, uderzenia aromatów ¿ywicznych, trawiastych, owocowych, ale i zio³owych oraz dank’owych. Talus robi robotê i oddaje nuty sza³wi, a nawet lawendy. Mêtnoœæ i wytrawnoœæ to robota dro¿d¿y Hazy Daze II. Szczególnie polecamy na zimowe dni.";13,99
"310";"Gwarek Kia Ora 0,5l puszka";"Gwarek";"https://ipiwo.pl/produkt/gwarek-kia-ora-05l-puszka/";"7.3";"19";"IPA";"KIA ORA – NEW ZEALAND HAZY DIPA. Piwo na³adowane najœwie¿szymi chmielami z Antypodów – Moutere, Nelson Sauvin i Motueka. Sounds good? Ekstrakt 19 Plato, ale i hoprate 20 g/l to idealne parametry na zimê.";13,99
